Mod:Item:MetaData, Localized Name
gregtech:meta_block_compressed_6:3, Block of Silicon
gregtech:meta_block_compressed_6:4, Block of Silver
gregtech:meta_block_compressed_6:8, Block of Tantalum
gregtech:meta_block_compressed_6:13, Block of Thorium
gregtech:meta_block_compressed_62:8, Block of Silicone Rubber
gregtech:meta_block_compressed_62:12, Block of Styrene-Butadiene Rubber
gregtech:meta_block_compressed_62:14, Block of Fiber-Reinforced Epoxy Resin
gregtech:meta_block_compressed_62:15, Block of Polyvinyl Chloride (PVC)
gregtech:meta_block_compressed_126:0, Block of Red Garnet
gregtech:meta_block_compressed_126:1, Block of Yellow Garnet
gregtech:meta_block_compressed_126:13, Block of Monazite
gregtech:meta_block_compressed_17:2, Block of Cupronickel
gregtech:meta_block_compressed_17:5, Block of Electrum
gregtech:meta_block_compressed_17:9, Block of Green Sapphire
gregtech:meta_block_compressed_17:10, Block of Grossular
gregtech:meta_block_compressed_17:13, Block of Rutile
gregtech:meta_block_compressed_17:15, Block of Invar
gregtech:meta_block_compressed_66:12, Block of Rubber
gregtech:meta_block_compressed_24:1, Block of Malachite
gregtech:meta_block_compressed_24:11, Block of Magnetic Iron
gregtech:meta_block_compressed_24:12, Block of Tungstencarbide
gregtech:meta_block_compressed_127:3, Block of Magnetic Steel
gregtech:meta_block_compressed_127:4, Block of Vanadiumsteel
gregtech:meta_block_compressed_127:5, Block of Potin
gregtech:meta_block_compressed_127:6, Block of Borosilicate Glass
gregtech:meta_block_compressed_127:10, Block of Naquadah Alloy
gregtech:meta_block_compressed_1312:8, Block of FlOPPa
gregtech:meta_block_compressed_19:4, Block of Pyrope
gregtech:meta_block_compressed_19:5, Block of Rock Salt
gregtech:meta_block_compressed_19:6, Block of Ruridit
gregtech:meta_block_compressed_19:7, Block of Ruby
gregtech:meta_block_compressed_19:8, Block of Salt
gregtech:meta_block_compressed_19:10, Block of Sapphire
gregtech:meta_block_compressed_19:12, Block of Sodalite
gregtech:meta_block_compressed_19:15, Block of Coke
gregtech:meta_block_compressed_26:0, Block of Enderpearl
gregtech:meta_block_compressed_26:2, Block of Magnetic Neodymium
gregtech:meta_block_compressed_26:7, Block of Magnetic Samarium
gregtech:meta_block_compressed_26:8, Block of Manganese Phosphide
gregtech:meta_block_compressed_26:9, Block of Magnesium Diboride
gregtech:meta_block_compressed_26:10, Block of Mercury Barium Calcium Cuprate
gregtech:meta_block_compressed_26:11, Block of Uranium Triplatinum
gregtech:meta_block_compressed_26:12, Block of Samarium Iron Arsenic Oxide
gregtech:meta_block_compressed_26:13, Block of Indium Tin Barium Titanium Cuprate
gregtech:meta_block_compressed_26:14, Block of Uranium Rhodium Dinaquadide
gregtech:meta_block_compressed_26:15, Block of Enriched Naquadah Trinium Europium Duranide
gregtech:meta_block_compressed_18:0, Block of Kanthal
gregtech:meta_block_compressed_18:1, Block of Lazurite
gregtech:meta_block_compressed_18:2, Block of Magnalium
gregtech:meta_block_compressed_18:6, Block of Nichrome
gregtech:meta_block_compressed_18:7, Block of Niobium Nitride
gregtech:meta_block_compressed_18:8, Block of Niobium-Titanium
gregtech:meta_block_compressed_18:12, Block of Sterling Silver
gregtech:meta_block_compressed_18:13, Block of Rose Gold
gregtech:meta_block_compressed_18:14, Block of Black Bronze
gregtech:meta_block_compressed_18:15, Block of Bismuth Bronze
gregtech:meta_block_compressed_21:2, Block of Yttrium Barium Cuprate
gregtech:meta_block_compressed_21:4, Block of Quartzite
gregtech:meta_block_compressed_21:8, Block of Osmiridium
gregtech:meta_block_compressed_21:15, Block of Gallium Arsenide
gregtech:meta_block_compressed_22:2, Block of Indium Gallium Phosphide
gregtech:meta_block_compressed_22:3, Block of Nickel Zinc Ferrite
gregtech:meta_block_compressed_22:13, Block of Realgar
gregtech:meta_block_compressed_5:0, Block of Platinum
gregtech:meta_block_compressed_5:1, Block of Plutonium 239
gregtech:meta_block_compressed_5:2, Block of Plutonium 241
gregtech:meta_block_compressed_5:10, Block of Rhodium
gregtech:meta_block_compressed_5:13, Block of Ruthenium
gregtech:meta_block_compressed_5:15, Block of Samarium
gregtech:meta_block_compressed_15:10, Block of Almandine
gregtech:meta_block_compressed_15:11, Block of Andradite
gregtech:meta_block_compressed_15:12, Block of Annealed Copper
gregtech:meta_block_compressed_13:6, Block of Certus Quartz
gregtech:meta_block_compressed_16:0, Block of Battery Alloy
gregtech:meta_block_compressed_16:1, Block of Blue Topaz
gregtech:meta_block_compressed_16:3, Block of Brass
gregtech:meta_block_compressed_16:4, Block of Bronze
gregtech:meta_block_compressed_16:10, Block of Charcoal
gregtech:meta_block_compressed_16:12, Block of Cinnabar
gregtech:meta_block_compressed_2031:11, Block of Graphite-Epoxy Composite 
gregtech:meta_block_compressed_2031:13, Block of Lunar Regolith
gregtech:meta_block_compressed_2:1, Block of Europium
gregtech:meta_block_compressed_2:7, Block of Gallium
gregtech:meta_block_compressed_4:0, Block of Molybdenum
gregtech:meta_block_compressed_4:2, Block of Neodymium
gregtech:meta_block_compressed_4:5, Block of Nickel
gregtech:meta_block_compressed_4:7, Block of Niobium
gregtech:meta_block_compressed_4:11, Block of Osmium
gregtech:meta_block_compressed_4:13, Block of Palladium
gregtech:meta_block_compressed_157:4, Block of HSS-G
gregtech:meta_block_compressed_157:5, Block of Red Alloy
gregtech:meta_block_compressed_157:7, Block of HSS-E
gregtech:meta_block_compressed_157:8, Block of HSS-S
gregtech:meta_block_compressed_157:15, Block of Blue Alloy
gregtech:meta_block_compressed_100:2, Block of Nether Star
gregtech:meta_block_compressed_2038:1, Block of Desh
gregtech:meta_block_compressed_8:0, Block of Tritanium
gregtech:meta_block_compressed_8:1, Block of Duranium
gregtech:meta_block_compressed_8:2, Block of Trinium
gregtech:meta_block_compressed_156:12, Block of Endereye
gregtech:meta_block_compressed_156:14, Block of Red Steel
gregtech:meta_block_compressed_156:15, Block of Blue Steel
gregtech:meta_block_compressed_67:2, Block of Polyvinyl Butyral
gregtech:meta_block_compressed_128:1, Block of Flint
gregtech:meta_block_compressed_128:14, Block of Rhodium Plated Palladium
gregtech:meta_block_compressed_2013:2, Block of Polyuerthane
gregtech:meta_block_compressed_27:0, Block of Ruthenium Trinium Americium Neutronate
gregtech:meta_block_frame_187:9, Watertight Steel Frame Box
gregtech:meta_block_frame_187:10, Maraging Steel 300 Frame Box
gregtech:meta_block_frame_187:11, Hastelloy-C276 Frame Box
gregtech:meta_block_frame_187:12, Hastelloy-X Frame Box
gregtech:meta_block_frame_157:4, HSS-G Frame Box
gregtech:meta_block_frame_157:7, HSS-E Frame Box
gregtech:meta_block_frame_157:8, HSS-S Frame Box
gregtech:meta_block_frame_101:1, Wood Frame Box
gregtech:meta_block_frame_7:1, Titanium Frame Box
gregtech:meta_block_frame_7:3, Tungsten Frame Box
gregtech:meta_block_frame_7:15, Neutronium Frame Box
gregtech:meta_block_frame_16:3, Brass Frame Box
gregtech:meta_block_frame_16:4, Bronze Frame Box
gregtech:meta_block_frame_188:12, HSLA Steel Frame Box
gregtech:meta_block_frame_188:14, Incoloy-MA956 Frame Box
gregtech:meta_block_frame_20:3, Stainless Steel Frame Box
gregtech:meta_block_frame_20:4, Steel Frame Box
gregtech:meta_block_frame_125:11, Black Steel Frame Box
gregtech:meta_block_frame_125:13, Tungstensteel Frame Box
gregtech:meta_block_frame_18:15, Bismuth Bronze Frame Box
gregtech:meta_block_frame_8:0, Tritanium Frame Box
gregtech:meta_block_frame_8:2, Trinium Frame Box
gregtech:meta_block_frame_63:8, Polytetrafluoroethylene (PTFE) Frame Box
gregtech:meta_block_frame_127:10, Naquadah Alloy Frame Box
gregtech:meta_block_frame_0:2, Aluminium Frame Box
gregtech:meta_block_frame_103:0, Treated Wood Frame Box
gregtech:meta_block_frame_17:15, Invar Frame Box
gregtech:meta_block_frame_156:15, Blue Steel Frame Box
gregtech:meta_block_frame_3:3, Iron Frame Box
gregtech:meta_block_frame_2:1, Europium Frame Box
gregtech:meta_block_frame_24:12, Tungstencarbide Frame Box
gcym:unique_casing:0, Crushing Wheels
gcym:unique_casing:1, Slicing Blades
gcym:unique_casing:2, Electrolytic Cell
gcym:unique_casing:3, Heat Vent
gcym:unique_casing:4, Molybdenum Disilicide Coil Block
gcym:large_multiblock_casing:0, Secure Maceration Casing
gcym:large_multiblock_casing:1, High Temperature Smelting Casing
gcym:large_multiblock_casing:2, Large-Scale Assembler Casing
gcym:large_multiblock_casing:3, Stress Proof Casing
gcym:large_multiblock_casing:4, Corrosion Proof Casing
gcym:large_multiblock_casing:5, Vibration-Safe Casing
gcym:large_multiblock_casing:6, Watertight Casing
gcym:large_multiblock_casing:7, Shock Proof Cutting Casing
gcym:large_multiblock_casing:8, Nonconducting Casing
gcym:large_multiblock_casing:9, Reaction-Safe Mixing Casing
gcym:large_multiblock_casing:10, Laser-Safe Engraving Casing
gcym:large_multiblock_casing:11, Atomic Casing
gcym:large_multiblock_casing:12, Industrial Steam Casing
gregtechfoodoption:gtfo_casing:0, Adobe Bricks
gregtechfoodoption:gtfo_casing:1, Reinforced Adobe Bricks
gregtechfoodoption:gtfo_metal_casing:0, Food-Safe Bismuth Bronze Casing
gregtechfoodoption:gtfo_glass_casing:0, Greenhouse Glass
gregtechfoodoption:gtfo_leaves_0:0, Banana Leaves
gregtechfoodoption:gtfo_leaves_0:4, Orange Leaves
gregtechfoodoption:gtfo_leaves_0:8, Mango Leaves
gregtechfoodoption:gtfo_leaves_0:12, Apricot Leaves
gregtechfoodoption:gtfo_leaves_1:0, Lemon Leaves
gregtechfoodoption:gtfo_leaves_1:4, Lime Leaves
gregtechfoodoption:gtfo_leaves_1:8, Olive Leaves
gregtechfoodoption:gtfo_leaves_1:12, Rainbowwood Leaves
gregtechfoodoption:gtfo_log_0:0, Banana Pseudostem
gregtechfoodoption:gtfo_log_0:4, Orange Wood
gregtechfoodoption:gtfo_log_0:8, Mango Wood
gregtechfoodoption:gtfo_log_0:12, Apricot Wood
gregtechfoodoption:gtfo_log_1:0, Lemon Wood
gregtechfoodoption:gtfo_log_1:4, Lime Wood
gregtechfoodoption:gtfo_log_1:8, Olive Wood
gregtechfoodoption:gtfo_log_1:12, Rainbowwood Wood
gregtechfoodoption:gtfo_sapling_0:0, Banana Sapling
gregtechfoodoption:gtfo_sapling_0:2, Orange Sapling
gregtechfoodoption:gtfo_sapling_0:4, Mango Sapling
gregtechfoodoption:gtfo_sapling_0:6, Apricot Sapling
gregtechfoodoption:gtfo_sapling_0:8, Lemon Sapling
gregtechfoodoption:gtfo_sapling_0:10, Lime Sapling
gregtechfoodoption:gtfo_sapling_0:12, Olive Sapling
gregtechfoodoption:gtfo_sapling_0:14, Rainbowwood Sapling
gregtechfoodoption:gtfo_planks_0:0, Banana Planks
gregtechfoodoption:gtfo_planks_0:1, Orange Planks
gregtechfoodoption:gtfo_planks_0:2, Mango Planks
gregtechfoodoption:gtfo_planks_0:3, Apricot Planks
gregtechfoodoption:gtfo_planks_0:4, Lemon Planks
gregtechfoodoption:gtfo_planks_0:5, Lime Planks
gregtechfoodoption:gtfo_planks_0:6, Olive Planks
gregtechfoodoption:gtfo_planks_0:7, Rainbowwood Planks
htmltech:laser_pipe_normal:0, Sealed Laser Pipe
htmltech:casing:0, Resistant Naquadah Alloy Casing
integrateddynamics:part_audio_reader_item, parttype.parttypes.integrateddynamics.audio_reader.name.name
integrateddynamics:part_block_reader_item, parttype.parttypes.integrateddynamics.block_reader.name.name
integrateddynamics:part_entity_reader_item, parttype.parttypes.integrateddynamics.entity_reader.name.name
integrateddynamics:part_extradimensional_reader_item, parttype.parttypes.integrateddynamics.extradimensional_reader.name.name
integrateddynamics:part_fluid_reader_item, parttype.parttypes.integrateddynamics.fluid_reader.name.name
integrateddynamics:part_inventory_reader_item, parttype.parttypes.integrateddynamics.inventory_reader.name.name
integrateddynamics:part_machine_reader_item, parttype.parttypes.integrateddynamics.machine_reader.name.name
integrateddynamics:part_network_reader_item, parttype.parttypes.integrateddynamics.network_reader.name.name
integrateddynamics:part_redstone_reader_item, parttype.parttypes.integrateddynamics.redstone_reader.name.name
integrateddynamics:part_world_reader_item, parttype.parttypes.integrateddynamics.world_reader.name.name
integrateddynamics:part_audio_writer_item, parttype.parttypes.integrateddynamics.audio_writer.name.name
integrateddynamics:part_effect_writer_item, parttype.parttypes.integrateddynamics.effect_writer.name.name
integrateddynamics:part_entity_writer_item, parttype.parttypes.integrateddynamics.entity_writer.name.name
integrateddynamics:part_machine_writer_item, parttype.parttypes.integrateddynamics.machine_writer.name.name
integrateddynamics:part_inventory_writer_item, parttype.parttypes.integrateddynamics.inventory_writer.name.name
integrateddynamics:part_redstone_writer_item, parttype.parttypes.integrateddynamics.redstone_writer.name.name
integrateddynamics:part_static_light_panel_item, parttype.parttypes.integrateddynamics.static_light_panel.name.name
integrateddynamics:part_dynamic_light_panel_item, parttype.parttypes.integrateddynamics.dynamic_light_panel.name.name
integrateddynamics:part_display_panel_item, parttype.parttypes.integrateddynamics.display_panel.name.name
integrateddynamics:part_connector_mono_directional_item, parttype.parttypes.integrateddynamics.connector_mono_directional.name.name
integrateddynamics:part_connector_omni_directional_item, parttype.parttypes.integrateddynamics.connector_omni_directional.name.name
integrateddynamics:cable, Logic Cable
integrateddynamics:variablestore:0, Variable Store
integrateddynamics:logic_programmer:0, Logic Programmer
integrateddynamics:energy_battery, Energy Battery
integrateddynamics:creative_energy_battery, Creative Energy Battery
integrateddynamics:coal_generator:0, Generator
integrateddynamics:proxy:0, Proxy
integrateddynamics:materializer:0, Materializer
integrateddynamics:menril_log:0, Menril Wood
integrateddynamics:menril_log_filled:0, Enriched Menril Wood
integrateddynamics:menril_leaves:0, Menril Leaves
integrateddynamics:menril_sapling:0, Menril Sapling
integrateddynamics:menril_planks, Menril Wood Planks
integrateddynamics:crystalized_menril_block, Block of Crystalized Menril
integrateddynamics:crystalized_menril_brick, Crystalized Menril Brick
integrateddynamics:block_menril_resin:0, Menril Resin
integrateddynamics:drying_basin, Drying Basin
integrateddynamics:squeezer:0, Squeezer
integrateddynamics:menril_door, Menril Door
integrateddynamics:menril_torch:0, Menril Torch
integrateddynamics:menril_torch_stone:0, Menril Stone Torch
integrateddynamics:menril_planks_stairs:0, Menril Wood Stairs
integrateddynamics:crystalized_menril_block_stairs:0, Crystalized Menril Stairs
integrateddynamics:crystalized_menril_brick_stairs:0, Crystalized Menril Brick Stairs
integrateddynamics:delay:0, Delayer
integrateddynamics:block_liquid_chorus:0, Liquid Chorus
integrateddynamics:crystalized_chorus_block, Block of Crystalized Chorus
integrateddynamics:crystalized_chorus_brick, Crystalized Chorus Brick
integrateddynamics:crystalized_chorus_block_stairs:0, Crystalized Chorus Stairs
integrateddynamics:crystalized_chorus_brick_stairs:0, Crystalized Chorus Brick Stairs
integrateddynamics:mechanical_squeezer:0, Mechanical Squeezer
integrateddynamics:mechanical_drying_basin:0, Mechanical Drying Basin
integrateddynamics:wrench, Wrench
integrateddynamics:variable, Variable Card
integrateddynamics:labeller, Labeller
integrateddynamics:facade, Facade
integrateddynamics:crystalized_menril_chunk, Crystalized Menril Chunk
integrateddynamics:variable_transformer:0, Output Variable Transformer
integrateddynamics:variable_transformer:1, Input Variable Transformer
integrateddynamics:menril_berries, Menril Berries
integrateddynamics:portable_logic_programmer, Portable Logic Programmer
integrateddynamics:on_the_dynamics_of_integration, On the Dynamics of Integration
integrateddynamics:crystalized_chorus_chunk, Crystalized Chorus Chunk
integrateddynamics:logic_director, Logic Director
integratedtunnels:part_interface_energy_item, parttype.parttypes.integratedtunnels.interface_energy.name.name
integratedtunnels:part_importer_energy_item, parttype.parttypes.integratedtunnels.importer_energy.name.name
integratedtunnels:part_exporter_energy_item, parttype.parttypes.integratedtunnels.exporter_energy.name.name
integratedtunnels:part_importer_world_energy_item, parttype.parttypes.integratedtunnels.importer_world_energy.name.name
integratedtunnels:part_exporter_world_energy_item, parttype.parttypes.integratedtunnels.exporter_world_energy.name.name
integratedtunnels:part_interface_item_item, parttype.parttypes.integratedtunnels.interface_item.name.name
integratedtunnels:part_importer_item_item, parttype.parttypes.integratedtunnels.importer_item.name.name
integratedtunnels:part_exporter_item_item, parttype.parttypes.integratedtunnels.exporter_item.name.name
integratedtunnels:part_importer_world_item_item, parttype.parttypes.integratedtunnels.importer_world_item.name.name
integratedtunnels:part_exporter_world_item_item, parttype.parttypes.integratedtunnels.exporter_world_item.name.name
integratedtunnels:part_interface_fluid_item, parttype.parttypes.integratedtunnels.interface_fluid.name.name
integratedtunnels:part_importer_fluid_item, parttype.parttypes.integratedtunnels.importer_fluid.name.name
integratedtunnels:part_exporter_fluid_item, parttype.parttypes.integratedtunnels.exporter_fluid.name.name
integratedtunnels:part_importer_world_fluid_item, parttype.parttypes.integratedtunnels.importer_world_fluid.name.name
integratedtunnels:part_exporter_world_fluid_item, parttype.parttypes.integratedtunnels.exporter_world_fluid.name.name
integratedtunnels:part_importer_world_block_item, parttype.parttypes.integratedtunnels.importer_world_block.name.name
integratedtunnels:part_exporter_world_block_item, parttype.parttypes.integratedtunnels.exporter_world_block.name.name
integratedtunnels:part_player_simulator_item, parttype.parttypes.integratedtunnels.player_simulator.name.name
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
littletiles:hammer:0, Little Hammer
littletiles:recipeadvanced:0, Little Blueprint
littletiles:saw, Little Saw
littletiles:container, Little Bag
littletiles:wrench, Little Wrench
littletiles:screwdriver:0, Little Screwdriver
littletiles:chisel:0, Little Chisel
littletiles:colortube:0, Little Paint Brush
littletiles:grabber:0, Little Glove
littletiles:premade:0, Little Workbench
littletiles:premade:0, Little Importer
littletiles:premade:0, Little Exporter
littletiles:premade:0, Particle Emitter
littletiles:premade:0, Blank-o-matic
littletiles:premade:0, Single Cable (1-bit)
littletiles:premade:0, Single Cable (4-bit)
littletiles:premade:0, Single Cable (16-bit)
littletiles:premade:0, Single Output (1-bit)
littletiles:premade:0, Single Output (4-bit)
littletiles:premade:0, Single Output (16-bit)
littletiles:premade:0, Single Input (1-bit)
littletiles:premade:0, Single Input (4-bit)
littletiles:premade:0, Single Input (16-bit)
littletiles:premade:0, Signal Display (16 bit)
littletiles:premade:0, Structure Builder
littletiles:ltstorageblocktile, Little Storage Block
littletiles:ltcoloredblock:0, Dyeable Clean
littletiles:ltcoloredblock:1, Dyeable Floor
littletiles:ltcoloredblock:2, Dyeable Grainy Big
littletiles:ltcoloredblock:3, Dyeable Grainy
littletiles:ltcoloredblock:4, Dyeable Grainy Low
littletiles:ltcoloredblock:5, Dyeable Brick
littletiles:ltcoloredblock:6, Dyeable Bordered
littletiles:ltcoloredblock:7, Dyeable Brick Big
littletiles:ltcoloredblock:8, Dyeable Chiseled
littletiles:ltcoloredblock:9, Dyeable Broken Brick Big
littletiles:ltcoloredblock:10, Dyeable Clay
littletiles:ltcoloredblock:12, Lava Block
littletiles:ltcoloredblock:13, Dyeable Strips
littletiles:ltcoloredblock:14, White Lava Block
littletiles:ltcoloredblock2:0, Dyeable Gravel
littletiles:ltcoloredblock2:1, Dyeable Sand
littletiles:ltcoloredblock2:2, Dyeable Stone
littletiles:ltcoloredblock2:3, Dyeable Cork
littletiles:ltcoloredblock2:4, White Opaque Water
littletiles:lttransparentcoloredblock:5, Water
littletiles:lttransparentcoloredblock:6, White Water
littletiles:ltsinglecable, tile.ltsinglecable.name
littletiles:ltinput, tile.ltinput.name
littletiles:ltoutput, tile.ltoutput.name
littletiles:signal_converter, Signal Converter
modulardiversity:blockmanainputhatch, Mana Input Hatch
modulardiversity:blockmanaoutputhatch, Mana Output Hatch
modulardiversity:blockbiomedetector, Biome Detector
modulardiversity:blockdaylightdetector, Time Detector
modulardiversity:blockweatherdetector, Weather Detector
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Construction Concrete
immersiveengineering:stone_decoration:6, Construction Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Construction Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Construction Concrete Slab
immersiveengineering:stone_decoration_slab:6, Construction Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Construction Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Construction Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Leaded Construction Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Construction Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
immersiveengineering:treated_wood:1, Treated Wood Planks
immersiveengineering:treated_wood:2, Treated Wood Planks
immersiveengineering:treated_wood_slab:0, Treated Wood Slab
immersiveengineering:treated_wood_slab:1, Treated Wood Slab
immersiveengineering:treated_wood_slab:2, Treated Wood Slab
immersiveengineering:treated_wood_stairs0, Treated Wood Stairs
immersiveengineering:treated_wood_stairs1, Treated Wood Stairs
immersiveengineering:treated_wood_stairs2, Treated Wood Stairs
immersiveengineering:wooden_decoration:0, Treated Wood Fence
immersiveengineering:wooden_decoration:1, Treated Wood Scaffolding
immersiveengineering:wooden_device0:0, Wooden Storage Crate
immersiveengineering:wooden_device0:1, Wooden Barrel
immersiveengineering:wooden_device0:2, Engineer's Workbench
immersiveengineering:wooden_device0:3, Item Router
immersiveengineering:wooden_device0:4, Gunpowder Barrel
immersiveengineering:wooden_device0:5, Reinforced Storage Crate
immersiveengineering:wooden_device0:6, Turntable
immersiveengineering:wooden_device0:7, Fluid Router
immersiveengineering:wooden_device1:0, Water Wheel
immersiveengineering:wooden_device1:1, Windmill
immersiveengineering:wooden_device1:3, Wooden Post
immersiveengineering:wooden_device1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:cloth_device:0, Jump Cushion
immersiveengineering:cloth_device:1, Balloon
immersiveengineering:cloth_device:2, Strip Curtain
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Copper Sheetmetal
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:3, Silver Sheetmetal
immersiveengineering:sheetmetal:4, Nickel Sheetmetal
immersiveengineering:sheetmetal:5, Uranium Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:7, Electrum Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetal:10, Gold Sheetmetal
immersiveengineering:sheetmetal_slab:0, Copper Sheetmetal Slab
immersiveengineering:sheetmetal_slab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetal_slab:3, Silver Sheetmetal Slab
immersiveengineering:sheetmetal_slab:4, Nickel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:5, Uranium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetal_slab:7, Electrum Sheetmetal Slab
immersiveengineering:sheetmetal_slab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:9, Iron Sheetmetal Slab
immersiveengineering:sheetmetal_slab:10, Gold Sheetmetal Slab
immersiveengineering:metal_decoration0:0, Copper Coil Block
immersiveengineering:metal_decoration0:1, Electrum Coil Block
immersiveengineering:metal_decoration0:2, High-Voltage Coil Block
immersiveengineering:metal_decoration0:3, Redstone Engineering Block
immersiveengineering:metal_decoration0:4, Light Engineering Block
immersiveengineering:metal_decoration0:5, Heavy Engineering Block
immersiveengineering:metal_decoration0:6, Generator Block
immersiveengineering:metal_decoration0:7, Radiator Block
immersiveengineering:metal_decoration1:0, Steel Fence
immersiveengineering:metal_decoration1:1, Steel Scaffolding
immersiveengineering:metal_decoration1:2, Steel Scaffolding
immersiveengineering:metal_decoration1:3, Steel Scaffolding
immersiveengineering:metal_decoration1:4, Aluminium Fence
immersiveengineering:metal_decoration1:5, Aluminium Scaffolding
immersiveengineering:metal_decoration1:6, Aluminium Scaffolding
immersiveengineering:metal_decoration1:7, Aluminium Scaffolding
immersiveengineering:metal_decoration2:0, Steel Post
immersiveengineering:metal_decoration2:1, Steel Wallmount
immersiveengineering:metal_decoration2:2, Aluminium Post
immersiveengineering:metal_decoration2:3, Aluminium Wallmount
immersiveengineering:metal_decoration2:4, Lantern
immersiveengineering:metal_decoration2:5, Razor Wire
immersiveengineering:metal_decoration2:7, Steel Structural Arm
immersiveengineering:metal_decoration2:8, Aluminium Structural Arm
immersiveengineering:metal_decoration1_slab:1, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:2, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:3, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:5, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:6, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:7, Aluminium Scaffolding Slab
immersiveengineering:steel_scaffolding_stairs0, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs1, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs2, Steel Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs0, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs1, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs2, Aluminium Scaffolding Stairs
immersiveengineering:metal_ladder:0, Metal Ladder
immersiveengineering:metal_ladder:1, Scaffold Covered Ladder
immersiveengineering:metal_ladder:2, Scaffold Covered Ladder
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
